LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
2,9,1,0,5,5,5,15,36.36,10.21,3793.43,0.12,73,0.1,210.75,371.38,33,40,21,13,16,0
7,11,10,0,6,1,1,15,36.12,7.54,2052.58,0.09,63,0.13,114.03,272.28,28,35,13,7,25,0
0,1,2,0,1,1,1,1,15.0,2.0,60.0,0.01,10,0.5,3.33,30.0,4,6,4,4,3,0
28,3,0,1,2,2,1,18,57.1,7.54,3243.41,0.14,82,0.13,180.19,430.33,37,45,27,11,18,0
0,1,0,6,1,1,1,2,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,2,0
3,1,0,1,1,1,1,10,47.04,4.15,811.68,0.07,46,0.24,45.09,195.4,18,28,13,6,10,0
0,1,0,0,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,6,3,5,3,0
0,3,0,0,2,1,1,17,54.4,6.6,2369.73,0.12,70,0.15,131.65,359.05,33,37,25,10,17,0
3,5,1,2,3,3,3,14,14.42,14.44,3005.14,0.07,49,0.07,166.95,208.15,21,28,8,11,15,0
0,5,0,0,3,2,1,7,11.89,13.13,2048.55,0.05,35,0.08,113.81,156.08,15,20,8,14,7,0
19,1,12,6,1,1,1,11,148.98,3.58,1912.92,0.18,99,0.28,106.27,533.84,43,56,36,6,23,0
3,11,0,2,7,1,3,27,24.84,20.65,10590.46,0.17,100,0.05,588.36,512.92,39,61,17,18,27,0
5,11,1,5,6,5,5,22,29.78,29.7,26264.9,0.29,164,0.03,1459.16,884.34,54,110,20,22,23,0
3,1,2,0,1,1,1,9,35.81,10.5,3947.65,0.13,82,0.1,219.31,375.97,35,47,15,9,11,0
1,7,1,1,4,1,1,18,19.65,14.0,3851.37,0.09,60,0.07,213.96,275.1,28,32,12,12,19,0
0,1,0,1,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,0
2,3,1,0,2,1,1,7,7.32,8.17,488.32,0.02,18,0.12,27.13,59.79,7,11,3,7,8,0
0,1,0,0,1,1,1,4,8.0,4.5,162.0,0.01,12,0.22,9.0,36.0,3,9,2,6,4,0
1,1,0,2,1,1,1,4,12.63,3.33,140.37,0.01,15,0.3,7.8,42.11,5,10,3,4,4,0
15,1,0,21,1,1,1,10,64.25,2.25,325.25,0.05,37,0.44,18.07,144.55,18,19,12,3,10,0
11,16,17,15,12,7,3,44,40.53,57.35,133316.06,0.77,378,0.02,7406.45,2324.6,148,230,40,31,61,1
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,0
57,351,6,105,192,186,7,386,44.82,833.78,31159817.68,12.46,5227,0.0,1731100.99,37371.73,2279,2948,82,60,392,0
1,5,0,0,3,3,1,13,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,11,18,7,9,13,0
5,5,0,2,3,2,1,23,51.71,10.22,5402.86,0.18,100,0.1,300.16,528.54,46,54,27,12,23,0
10,7,0,11,4,4,1,41,19.0,84.0,134074.57,0.53,296,0.01,7448.59,1596.13,126,170,18,24,41,0
1,3,0,0,2,1,1,7,16.0,6.5,676.0,0.03,26,0.15,37.56,104.0,13,13,8,8,7,0
4,5,0,19,3,3,1,16,19.62,17.73,6166.12,0.12,74,0.06,342.56,347.83,26,48,11,15,16,0
1,1,6,0,1,1,1,1,24.22,2.0,96.86,0.02,14,0.5,5.38,48.43,7,7,7,4,7,0
1,3,0,2,2,1,1,9,33.0,4.85,774.95,0.05,37,0.21,43.05,159.91,18,19,13,7,9,0
1,1,0,0,1,1,1,4,20.35,5.63,643.78,0.04,28,0.18,35.77,114.45,10,18,8,9,4,0
0,1,0,0,1,1,1,0,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1,7,1,7,0,0
3,1,7,0,1,1,1,1,48.37,5.36,1388.16,0.09,61,0.19,77.12,259.12,30,31,14,5,8,0
3,3,1,3,2,1,1,11,19.29,6.72,871.59,0.04,30,0.15,48.42,129.66,11,19,9,11,12,0
4,5,0,6,3,3,1,10,27.97,8.25,1903.71,0.08,48,0.12,105.76,230.75,22,26,16,12,10,0
24,5,24,8,3,1,1,50,62.73,51.81,168419.65,1.08,582,0.02,9356.65,3250.45,279,303,35,13,74,0
2,1,0,0,1,1,1,10,26.44,10.58,2958.18,0.09,61,0.09,164.34,279.68,25,36,13,11,10,0
2,3,0,0,2,1,1,9,8.51,8.0,544.91,0.02,19,0.13,30.27,68.11,8,11,4,8,9,0
0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,0
7,5,3,3,3,1,1,12,14.97,14.7,3235.15,0.07,48,0.07,179.73,220.08,21,27,10,14,15,0
22,7,3,69,4,4,1,29,45.44,19.68,17598.33,0.3,161,0.05,977.68,894.29,58,103,28,19,32,0
1,5,0,7,1,1,1,10,14.41,11.92,2045.78,0.06,42,0.08,113.65,171.67,13,29,6,11,10,0
8,15,0,7,8,5,6,26,45.02,14.46,9418.45,0.22,120,0.07,523.25,651.15,54,66,28,15,26,0
24,5,24,8,3,1,1,50,62.73,51.81,168419.65,1.08,582,0.02,9356.65,3250.45,279,303,35,13,74,0
1,3,3,0,2,2,1,3,8.96,8.0,573.59,0.02,20,0.13,31.87,71.7,8,12,4,8,6,0
6,5,10,0,3,1,1,15,22.9,11.46,3006.28,0.09,58,0.09,167.02,262.37,25,33,12,11,25,0
3,5,1,1,3,3,1,8,26.24,9.38,2305.97,0.08,56,0.11,128.11,245.97,25,31,12,9,9,0
0,1,0,0,1,1,1,0,8.1,3.33,90.0,0.01,9,0.3,5.0,27.0,4,5,3,5,0,0
1,1,0,0,1,1,1,9,42.67,3.56,539.44,0.05,41,0.28,29.97,151.72,16,25,9,4,9,0
0,1,0,0,1,1,1,4,16.23,4.5,328.87,0.02,22,0.22,18.27,73.08,9,13,5,5,4,0
11,23,4,18,12,10,11,46,62.33,27.16,45986.37,0.56,297,0.04,2554.8,1693.03,134,163,37,15,50,0
0,1,0,0,1,1,1,2,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,2,0
40,3,0,1,2,2,1,25,62.29,10.4,6737.7,0.22,116,0.1,374.32,647.86,56,60,35,13,25,0
0,1,0,0,1,1,1,6,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,10,13,7,7,6,0
3,5,0,3,3,1,1,21,27.89,28.39,22482.91,0.26,163,0.04,1249.05,791.85,53,110,14,15,21,0
22,58,6,0,42,42,1,214,161.52,38.37,237790.7,2.07,785,0.03,13210.59,6197.43,348,437,195,43,220,0
5,7,1,4,4,4,1,26,72.57,10.48,7975.84,0.25,142,0.1,443.1,760.77,65,77,31,10,27,0
1,3,0,7,2,1,1,7,16.0,6.5,676.0,0.03,26,0.15,37.56,104.0,13,13,8,8,7,0
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,0
3,11,0,1,6,5,5,27,36.14,14.33,7425.49,0.17,101,0.07,412.53,518.05,43,58,21,14,27,0
1,3,0,2,2,2,1,12,16.67,8.56,1220.22,0.05,33,0.12,67.79,142.62,14,19,9,11,12,0
2,11,0,0,6,1,1,14,17.97,17.6,5565.94,0.11,72,0.06,309.22,316.25,32,40,10,11,14,0
0,1,0,0,1,1,1,0,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,0,0
2,9,0,0,5,3,3,16,36.26,10.42,3937.39,0.13,77,0.1,218.74,377.83,36,41,19,11,16,0
4,7,5,1,4,2,1,12,24.67,9.04,2014.11,0.07,48,0.11,111.89,222.91,23,25,14,11,17,1
2,5,2,0,3,2,3,13,55.64,8.25,3787.08,0.15,91,0.12,210.39,459.04,44,47,24,9,15,0
0,1,0,0,1,1,1,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,0,0
3,1,0,6,1,1,1,10,48.65,3.6,630.5,0.06,46,0.28,35.03,175.14,18,28,10,4,10,0
9,5,0,2,3,3,1,13,22.99,6.22,890.16,0.05,35,0.16,49.45,143.06,14,21,9,8,13,0
6,13,0,10,7,6,1,23,22.04,34.83,26748.53,0.26,155,0.03,1486.03,767.9,44,111,12,19,23,0
5,11,1,5,6,5,5,22,29.78,29.7,26264.9,0.29,164,0.03,1459.16,884.34,54,110,20,22,23,0
3,13,6,1,7,6,4,21,49.06,12.0,7064.02,0.2,113,0.08,392.45,588.67,50,63,25,12,27,0
1,3,2,0,2,2,1,3,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,5,0
0,5,1,1,3,3,1,13,27.53,7.5,1548.29,0.07,47,0.13,86.02,206.44,20,27,12,9,14,0
8,39,1,16,1,1,1,64,32.06,61.5,121246.74,0.66,353,0.02,6735.93,1971.49,123,230,24,24,65,0
0,3,0,0,2,1,1,0,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,0,0
10,38,3,0,29,21,1,152,134.77,40.25,218335.39,1.81,728,0.02,12129.74,5424.48,322,406,140,35,155,0
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,0
4,9,0,4,5,2,3,20,17.35,22.85,9054.75,0.13,80,0.04,503.04,396.34,33,47,13,18,20,1
0,1,0,0,1,1,1,0,7.33,4.5,148.5,0.01,11,0.22,8.25,33.0,3,8,2,6,0,0
2,22,0,2,19,19,1,77,55.81,36.78,75505.99,0.68,317,0.03,4194.78,2052.81,119,198,55,34,77,0
0,1,0,0,1,1,1,3,18.27,2.0,73.08,0.01,11,0.5,4.05,36.54,6,5,6,4,3,0
4,11,0,6,6,4,6,23,39.72,13.8,7564.59,0.18,103,0.07,420.25,548.16,46,57,25,15,23,0
9,9,2,6,5,5,1,29,75.92,12.5,11863.1,0.32,176,0.08,659.06,949.05,80,96,32,10,31,0
35,72,9,11,1,1,1,151,78.62,45.39,161970.4,1.19,514,0.02,8998.36,3568.45,211,303,86,37,160,0
2,3,7,0,2,2,1,7,19.08,14.5,4010.75,0.09,64,0.07,222.82,276.6,29,35,10,10,14,0
0,1,1,0,1,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,0
0,3,0,0,2,2,1,3,8.1,3.33,90.0,0.01,9,0.3,5.0,27.0,4,5,3,5,3,0
4,3,0,3,1,1,1,3,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,3,0
0,1,0,0,1,1,1,6,13.45,5.4,392.3,0.02,21,0.19,21.79,72.65,9,12,5,6,6,0
6,5,1,0,4,4,1,39,101.3,13.16,17544.81,0.44,219,0.08,974.71,1333.15,93,126,53,15,40,0
13,39,0,20,20,16,8,91,57.61,32.93,62473.17,0.63,315,0.03,3470.73,1897.05,138,177,44,21,91,0
0,1,0,0,1,1,1,0,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,0,0
5,7,0,2,4,4,1,15,29.17,9.62,2696.74,0.09,62,0.1,149.82,280.46,25,37,13,10,15,0
4,3,3,2,2,2,1,14,36.62,12.93,6126.58,0.16,89,0.08,340.37,473.65,35,54,23,17,17,0
2,3,0,1,2,2,1,11,18.83,9.0,1525.13,0.06,38,0.11,84.73,169.46,15,23,10,12,11,0
1,5,1,0,3,1,1,7,13.48,4.67,293.57,0.02,17,0.21,16.3,62.91,8,9,6,7,8,0
0,1,0,0,1,1,1,0,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,2,1,2,1,0,0
13,5,2,4,3,2,3,39,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,96,101,32,13,41,1
0,1,2,0,1,1,1,1,13.79,1.5,31.02,0.01,8,0.67,1.72,20.68,3,5,3,3,3,0
4,15,0,0,1,1,1,16,21.5,25.33,13797.14,0.18,101,0.04,766.51,544.62,38,63,18,24,16,0
0,3,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
5,17,6,4,9,9,5,34,74.55,14.83,16403.02,0.37,198,0.07,911.28,1105.82,89,109,36,12,40,0
4,1,1,3,1,1,1,13,51.96,6.18,1982.32,0.11,70,0.16,110.13,320.95,30,40,17,7,14,0
8,7,0,5,4,3,1,22,19.25,27.0,14034.71,0.17,107,0.04,779.71,519.79,33,74,11,18,22,0
6,11,0,6,6,4,6,23,39.72,13.8,7564.59,0.18,103,0.07,420.25,548.16,46,57,25,15,23,0
2,9,1,0,5,5,5,15,36.36,10.21,3793.43,0.12,73,0.1,210.75,371.38,33,40,21,13,16,0
1,3,0,0,2,2,1,10,28.45,14.0,5576.96,0.13,82,0.07,309.83,398.35,30,52,15,14,10,0
0,30,0,9,17,8,17,50,13.7,92.44,117120.91,0.42,247,0.01,6506.72,1266.93,64,183,9,26,50,0
0,3,2,2,2,2,1,3,7.17,12.0,1032.47,0.03,24,0.08,57.36,86.04,8,16,3,9,5,0
0,5,0,5,3,2,1,13,13.41,19.29,4988.19,0.09,58,0.05,277.12,258.64,18,40,7,15,13,0
2,3,0,0,2,2,1,11,11.18,9.6,1030.2,0.04,29,0.1,57.23,107.31,12,17,5,8,11,0
0,3,0,1,2,1,1,8,14.97,9.29,1290.47,0.05,34,0.11,71.69,138.97,13,21,7,10,8,0
11,23,4,18,12,10,11,40,62.52,23.8,35411.97,0.5,265,0.04,1967.33,1487.9,119,146,35,14,44,0
10,9,1,11,5,3,1,24,30.2,31.5,29967.7,0.32,187,0.03,1664.87,951.36,63,124,17,17,25,0
1,1,0,4,1,1,1,11,53.35,6.08,1971.59,0.11,69,0.16,109.53,324.33,33,36,19,7,11,0
1,1,0,1,1,1,1,3,7.89,8.0,504.93,0.02,19,0.13,28.05,63.12,4,15,2,8,3,0
1,3,0,0,2,1,1,12,24.53,5.06,626.89,0.04,31,0.2,34.83,124.0,13,18,9,7,12,0
0,1,0,0,1,1,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,0,0
0,1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,0
0,1,0,0,1,1,1,5,21.25,2.4,122.4,0.02,17,0.42,6.8,51.0,8,9,5,3,5,0
0,1,0,0,1,1,1,0,8.6,7.5,483.97,0.02,18,0.13,26.89,64.53,5,13,3,9,0,0
37,9,22,28,5,1,1,107,60.81,116.23,821531.72,2.36,1178,0.01,45640.65,7068.0,476,702,43,21,129,0
9,3,1,2,2,2,1,11,51.44,5.06,1314.73,0.09,56,0.2,73.04,260.06,26,30,18,7,12,0
26,3,0,1,2,2,1,17,48.99,8.4,3456.99,0.14,79,0.12,192.06,411.55,35,44,25,12,17,0
0,5,4,0,3,2,1,5,11.81,4.5,239.18,0.02,16,0.22,13.29,53.15,6,10,4,6,9,0
0,3,0,0,2,2,1,0,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,5,8,4,8,0,0
1,15,5,6,8,3,1,16,28.89,17.89,9251.44,0.17,100,0.06,513.97,516.99,40,60,19,17,21,0
2,5,0,3,3,2,1,10,14.31,15.11,3267.33,0.07,46,0.07,181.52,216.22,16,30,9,17,10,0
17,21,0,15,11,10,1,61,28.94,67.5,131842.41,0.65,341,0.01,7324.58,1953.22,130,211,26,27,61,0
14,11,6,1,6,4,4,30,29.0,15.0,6525.0,0.15,87,0.07,362.5,435.0,30,57,16,16,36,0
2,9,6,0,5,1,1,1,15.14,4.8,348.71,0.02,21,0.21,19.37,72.65,8,13,5,6,7,0
1,1,0,0,1,1,1,5,16.51,4.8,380.39,0.03,25,0.21,21.13,79.25,12,13,5,4,5,0
11,1,0,19,1,1,1,6,34.06,2.0,136.23,0.02,19,0.5,7.57,68.11,8,11,8,4,6,0
0,1,0,3,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,0
0,1,0,0,1,1,1,2,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,3,9,3,7,2,0
0,1,1,0,1,1,1,1,4.75,1.0,4.75,0.0,3,1.0,0.26,4.75,1,2,1,2,2,0
7,15,0,8,8,3,4,37,21.56,24.07,12488.7,0.17,102,0.04,693.82,518.91,38,64,15,19,37,0
3,6,0,3,1,1,1,17,22.16,9.33,1930.31,0.07,44,0.11,107.24,206.82,16,28,12,14,17,0
0,1,0,0,1,1,1,0,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,0,0
2,3,2,0,2,1,1,3,8.42,7.5,473.37,0.02,19,0.13,26.3,63.12,10,9,4,6,5,0
2,9,3,1,5,4,1,24,59.86,9.63,5545.05,0.19,109,0.1,308.06,576.11,49,60,28,11,27,0
1,11,0,0,1,1,1,36,46.81,15.83,11734.74,0.25,132,0.06,651.93,741.14,50,82,30,19,36,0
4,11,0,3,6,3,1,29,20.31,38.25,29720.31,0.26,146,0.03,1651.13,777.0,51,95,16,24,29,0
3,3,0,0,2,2,1,8,14.46,17.33,4344.21,0.08,59,0.06,241.35,250.63,16,43,6,13,8,0
0,3,0,0,2,2,1,6,12.55,4.5,254.13,0.02,17,0.22,14.12,56.47,6,11,4,6,6,0
0,1,0,1,1,1,1,2,12.55,4.0,200.76,0.02,14,0.25,11.15,50.19,4,10,4,8,2,0
0,11,0,0,6,6,1,27,26.07,23.61,14532.97,0.21,120,0.04,807.39,615.51,50,70,18,17,27,0
0,1,0,0,1,1,1,3,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,4,8,3,7,3,0
8,5,0,4,3,3,1,18,64.17,6.0,2310.0,0.13,77,0.17,128.33,385.0,36,41,24,8,18,0
6,5,0,7,3,2,1,20,21.95,22.1,10718.5,0.16,97,0.05,595.47,485.0,39,58,15,17,20,0
0,1,0,0,1,1,1,3,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,4,7,4,4,3,0
0,3,0,0,2,2,1,10,11.59,9.17,974.18,0.04,26,0.11,54.12,106.27,10,16,6,11,10,0
15,15,1,1,1,1,1,47,33.46,31.67,33562.86,0.35,185,0.03,1864.6,1059.67,61,124,26,27,48,0
7,3,0,1,2,1,1,19,40.29,8.75,3084.66,0.12,75,0.11,171.37,352.53,28,47,16,10,19,0
8,3,1,7,2,2,1,14,39.38,9.82,3796.17,0.13,76,0.1,210.9,386.65,36,40,22,12,15,0
2,1,0,0,1,1,1,3,11.16,3.12,108.97,0.01,11,0.32,6.05,34.87,5,6,4,5,3,0
10,21,4,16,11,10,11,36,57.78,23.9,33016.0,0.46,253,0.04,1834.22,1381.24,114,139,31,13,40,0
1,5,0,0,3,3,1,9,14.69,11.7,2011.18,0.06,38,0.09,111.73,171.9,18,20,10,13,9,0
3,7,0,4,1,1,1,27,34.35,13.68,6431.58,0.16,94,0.07,357.31,470.0,40,54,19,13,27,0
3,5,5,0,3,1,1,6,13.67,11.43,1786.01,0.05,40,0.09,99.22,156.28,20,20,7,8,11,0
2,11,5,0,6,5,4,18,34.8,12.29,5260.09,0.14,89,0.08,292.23,427.85,38,51,17,11,23,0
4,7,2,4,4,4,1,18,32.35,20.43,13494.29,0.22,125,0.05,749.68,660.68,43,82,20,19,20,0
1,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,0
3,5,0,3,3,3,1,19,18.24,22.91,9574.79,0.14,90,0.04,531.93,417.95,36,54,11,14,19,0
1,3,6,0,2,2,1,4,33.43,3.55,420.27,0.04,29,0.28,23.35,118.54,13,16,11,6,10,0
1,1,1,0,1,1,1,5,20.15,5.14,532.86,0.03,28,0.19,29.6,103.61,12,16,7,6,6,0
7,13,4,15,7,5,1,88,240.62,13.87,46307.36,1.11,480,0.07,2572.63,3338.01,218,262,110,14,92,0
2,5,0,0,3,1,1,12,15.81,10.08,1607.39,0.05,39,0.1,89.3,159.41,11,28,6,11,12,0
4,7,0,1,4,3,1,13,26.06,9.58,2393.23,0.08,56,0.1,132.96,249.73,23,33,12,10,13,0
23,5,0,3,3,2,1,20,36.21,11.33,4650.55,0.14,80,0.09,258.36,410.34,34,46,21,14,20,0
0,1,0,0,1,1,1,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,0,0
4,7,0,21,4,3,4,11,16.32,10.11,1668.32,0.05,37,0.1,92.68,165.0,14,23,9,13,11,0
0,1,0,0,1,1,1,3,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,4,8,3,7,3,0
5,3,0,4,2,1,1,21,34.39,17.33,10332.61,0.2,124,0.06,574.03,596.11,40,84,15,13,21,0
1,3,0,1,2,2,1,10,14.14,10.56,1577.39,0.05,34,0.09,87.63,149.34,13,21,8,13,10,0
0,1,1,0,1,1,1,3,16.21,2.25,82.12,0.01,13,0.44,4.56,36.5,6,7,4,3,4,0
2,9,1,2,1,1,1,28,26.8,21.03,11848.79,0.19,109,0.05,658.27,563.52,47,62,19,17,29,0
0,5,2,0,3,1,1,16,13.18,22.0,6377.64,0.1,66,0.05,354.31,289.89,22,44,7,14,18,0
0,1,0,0,1,1,1,3,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,3,5,2,4,3,0
4,5,0,2,3,2,1,20,48.68,9.17,4090.6,0.15,87,0.11,227.26,446.25,40,47,24,11,20,0
1,3,1,1,2,2,1,6,8.36,9.0,677.56,0.03,21,0.11,37.64,75.28,9,12,4,8,7,0
2,7,0,7,4,1,1,8,12.17,13.5,2217.15,0.05,38,0.07,123.17,164.23,18,20,8,12,8,0
5,3,8,1,2,1,1,8,25.45,12.6,4039.9,0.11,66,0.08,224.44,320.63,27,39,15,14,16,0
0,3,0,0,2,1,1,17,54.4,6.6,2369.73,0.12,70,0.15,131.65,359.05,33,37,25,10,17,0
7,13,1,4,7,5,1,35,60.13,9.98,5986.96,0.2,120,0.1,332.61,600.0,51,69,23,9,36,0
6,5,1,0,4,4,1,39,101.3,13.16,17544.81,0.44,219,0.08,974.71,1333.15,93,126,53,15,40,0
6,1,0,8,1,1,1,14,27.22,16.0,6969.14,0.15,95,0.06,387.17,435.57,32,63,12,12,14,0
2,1,0,2,1,1,1,4,16.59,5.79,555.43,0.03,24,0.17,30.86,96.0,9,15,7,9,4,0
0,3,0,0,2,2,1,6,12.59,9.0,1019.7,0.04,29,0.11,56.65,113.3,12,17,6,9,6,0
0,1,0,0,1,1,1,0,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,3,5,2,4,0,0
6,9,0,1,5,2,1,26,35.11,17.93,11294.45,0.21,120,0.06,627.47,629.75,55,65,23,15,26,0
0,3,0,0,2,2,1,4,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,5,12,4,9,4,0
2,3,4,7,2,2,1,16,25.19,19.73,9802.34,0.17,107,0.05,544.57,496.89,31,76,11,14,20,0
0,5,2,0,3,1,1,7,29.74,7.0,1457.04,0.07,49,0.14,80.95,208.15,24,25,12,7,9,0
3,5,1,0,3,2,1,10,32.97,9.33,2872.4,0.1,60,0.11,159.58,307.76,28,32,21,14,11,0
8,9,2,5,5,1,1,29,35.48,36.0,45981.46,0.43,240,0.03,2554.53,1277.26,88,152,22,18,31,0
2,3,2,0,2,1,1,9,12.13,11.0,1467.81,0.04,32,0.09,81.55,133.44,11,21,6,12,11,0
0,1,0,0,1,1,1,2,9.43,3.5,115.5,0.01,11,0.29,6.42,33.0,1,10,1,7,2,0
7,30,2,0,17,9,5,60,41.38,30.74,39089.48,0.42,219,0.03,2171.64,1271.81,95,124,34,22,62,0
0,1,0,0,1,1,1,11,51.18,4.08,853.31,0.07,45,0.24,47.41,208.97,21,24,18,7,11,0
2,13,1,8,7,6,6,54,25.11,40.0,40181.42,0.33,184,0.03,2232.3,1004.54,80,104,22,22,55,0
0,1,0,0,1,1,1,3,7.12,7.0,348.8,0.02,15,0.14,19.38,49.83,6,9,3,7,3,0
0,3,0,0,2,2,1,6,32.09,5.71,1047.99,0.06,40,0.18,58.22,183.4,16,24,14,10,6,0
0,1,0,0,1,1,1,3,7.12,7.0,348.8,0.02,15,0.14,19.38,49.83,6,9,3,7,3,0
0,1,0,0,1,1,1,3,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,0
0,1,0,0,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,0
2,3,2,0,2,1,1,9,12.13,11.0,1467.81,0.04,32,0.09,81.55,133.44,11,21,6,12,11,0
2,9,0,0,5,5,1,27,38.02,17.63,11820.23,0.22,138,0.06,656.68,670.4,67,71,19,10,27,0
1,3,0,0,2,1,1,10,17.28,5.79,578.57,0.03,25,0.17,32.14,100.0,9,16,7,9,10,0
0,1,0,0,1,1,1,12,32.45,11.73,4467.3,0.13,81,0.09,248.18,380.74,32,49,15,11,12,0
5,11,0,7,6,5,1,20,18.59,38.0,26850.51,0.24,144,0.03,1491.69,706.59,44,100,11,19,20,0
1,1,1,0,1,1,1,6,20.08,5.5,607.27,0.04,29,0.18,33.74,110.41,11,18,7,7,7,0
1,5,1,0,3,2,1,20,24.4,15.79,6079.8,0.13,81,0.06,337.77,385.15,34,47,14,13,21,0
2,3,0,1,2,2,1,10,35.57,7.35,1922.93,0.09,55,0.14,106.83,261.51,25,30,17,10,10,0
0,5,0,0,3,2,1,7,11.89,13.13,2048.55,0.05,35,0.08,113.81,156.08,15,20,8,14,7,0
3,7,3,1,4,2,3,7,14.33,7.86,884.62,0.04,27,0.13,49.15,112.59,10,17,7,11,10,0
1,7,0,2,4,3,1,13,23.37,9.45,2087.42,0.07,52,0.11,115.97,220.89,21,31,10,9,13,0
1,5,4,1,3,2,1,6,20.54,4.38,393.13,0.03,23,0.23,21.84,89.86,10,13,8,7,10,0
5,11,0,5,1,1,1,25,32.32,12.94,5412.52,0.14,87,0.08,300.7,418.24,40,47,17,11,25,0
6,11,13,2,6,4,4,11,43.15,6.37,1749.95,0.09,56,0.16,97.22,274.79,22,34,19,11,24,0
0,1,0,0,1,1,1,2,7.81,9.0,632.78,0.02,19,0.11,35.15,70.31,8,11,4,9,2,0
33,5,20,21,1,1,1,66,57.98,97.74,553920.61,1.89,1026,0.01,30773.37,5667.17,404,622,31,15,86,0
3,5,1,8,3,3,1,12,23.67,9.09,1956.58,0.07,49,0.11,108.7,215.22,20,29,11,10,13,0
3,3,6,0,2,1,1,3,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,17,21,9,8,9,0
8,1,15,10,1,1,1,20,111.26,8.1,7291.13,0.3,158,0.12,405.06,900.67,68,90,42,10,35,0
2,12,2,1,11,11,1,37,48.78,11.63,6592.37,0.19,101,0.09,366.24,567.09,31,70,28,21,39,0
0,1,3,0,1,1,1,1,19.02,2.0,76.08,0.01,12,0.5,4.23,38.04,5,7,5,4,4,0
7,1,7,1,1,1,1,6,83.2,3.33,924.42,0.09,59,0.3,51.36,277.33,28,31,21,5,13,0
5,15,1,5,8,5,7,29,61.4,11.42,8014.02,0.23,127,0.09,445.22,701.49,58,69,33,13,30,0
3,3,0,4,2,1,1,8,16.42,8.13,1084.18,0.04,32,0.12,60.23,133.44,13,19,8,10,8,0
1,5,5,0,3,2,1,5,15.65,4.2,276.06,0.02,19,0.24,15.34,65.73,7,12,5,6,10,0
